-1.000000e+04 	 9.357213e+02
-9.990000e+03 	 9.362576e+02
-9.980000e+03 	 9.367971e+02
-9.970000e+03 	 9.373396e+02
-9.960000e+03 	 9.378853e+02
-9.950000e+03 	 9.384339e+02
-9.940000e+03 	 9.389855e+02
-9.930000e+03 	 9.395401e+02
-9.920000e+03 	 9.400977e+02
-9.910000e+03 	 9.406581e+02
-9.900000e+03 	 9.412215e+02
-9.890000e+03 	 9.417877e+02
-9.880000e+03 	 9.423568e+02
-9.870000e+03 	 9.429286e+02
-9.860000e+03 	 9.435033e+02
-9.850000e+03 	 9.440807e+02
-9.840000e+03 	 9.446609e+02
-9.830000e+03 	 9.452437e+02
-9.820000e+03 	 9.458292e+02
-9.810000e+03 	 9.464173e+02
-9.800000e+03 	 9.470081e+02
-9.790000e+03 	 9.476014e+02
-9.780000e+03 	 9.481973e+02
-9.770000e+03 	 9.487957e+02
-9.760000e+03 	 9.493967e+02
-9.750000e+03 	 9.500000e+02
-9.740000e+03 	 9.506058e+02
-9.730000e+03 	 9.512141e+02
-9.720000e+03 	 9.518246e+02
-9.710000e+03 	 9.524376e+02
-9.700000e+03 	 9.530529e+02
-9.690000e+03 	 9.536704e+02
-9.680000e+03 	 9.542902e+02
-9.670000e+03 	 9.549123e+02
-9.660000e+03 	 9.555365e+02
-9.650000e+03 	 9.561629e+02
-9.640000e+03 	 9.567914e+02
-9.630000e+03 	 9.574221e+02
-9.620000e+03 	 9.580548e+02
-9.610000e+03 	 9.586896e+02
-9.600000e+03 	 9.593264e+02
-9.590000e+03 	 9.599651e+02
-9.580000e+03 	 9.606058e+02
-9.570000e+03 	 9.612484e+02
-9.560000e+03 	 9.618929e+02
-9.550000e+03 	 9.625394e+02
-9.540000e+03 	 9.631876e+02
-9.530000e+03 	 9.638376e+02
-9.520000e+03 	 9.644893e+02
-9.510000e+03 	 9.651428e+02
-9.500000e+03 	 9.657980e+02
-9.490000e+03 	 9.664548e+02
-9.480000e+03 	 9.671133e+02
-9.470000e+03 	 9.677734e+02
-9.460000e+03 	 9.684351e+02
-9.450000e+03 	 9.690983e+02
-9.440000e+03 	 9.697631e+02
-9.430000e+03 	 9.704292e+02
-9.420000e+03 	 9.710969e+02
-9.410000e+03 	 9.717659e+02
-9.400000e+03 	 9.724363e+02
-9.390000e+03 	 9.731080e+02
-9.380000e+03 	 9.737811e+02
-9.370000e+03 	 9.744554e+02
-9.360000e+03 	 9.751310e+02
-9.350000e+03 	 9.758079e+02
-9.340000e+03 	 9.764858e+02
-9.330000e+03 	 9.771650e+02
-9.320000e+03 	 9.778452e+02
-9.310000e+03 	 9.785265e+02
-9.300000e+03 	 9.792089e+02
-9.290000e+03 	 9.798922e+02
-9.280000e+03 	 9.805766e+02
-9.270000e+03 	 9.812619e+02
-9.260000e+03 	 9.819481e+02
-9.250000e+03 	 9.826352e+02
-9.240000e+03 	 9.833232e+02
-9.230000e+03 	 9.840119e+02
-9.220000e+03 	 9.847014e+02
-9.210000e+03 	 9.853917e+02
-9.200000e+03 	 9.860827e+02
-9.190000e+03 	 9.867744e+02
-9.180000e+03 	 9.874667e+02
-9.170000e+03 	 9.881596e+02
-9.160000e+03 	 9.888531e+02
-9.150000e+03 	 9.895471e+02
-9.140000e+03 	 9.902417e+02
-9.130000e+03 	 9.909368e+02
-9.120000e+03 	 9.916322e+02
-9.110000e+03 	 9.923281e+02
