iteration 	 relres
0 	 1.000000e+00
1 	 3.816104e-01
2 	 3.207928e-01
3 	 1.441420e-01
4 	 9.569201e-02
5 	 7.597670e-02
6 	 1.012660e-01
7 	 3.138920e-02
8 	 2.830211e-02
9 	 2.319291e-02
10 	 1.775656e-02
11 	 1.354478e-02
12 	 1.073474e-02
13 	 5.777059e-03
14 	 4.864231e-03
15 	 4.199582e-03
16 	 3.322033e-03
17 	 3.281420e-03
18 	 2.602824e-03
19 	 1.671368e-03
20 	 1.491433e-03
21 	 1.384271e-03
22 	 1.885977e-03
23 	 1.202445e-03
24 	 8.186796e-04
25 	 7.637684e-04
26 	 7.063524e-04
27 	 5.513500e-04
28 	 6.808549e-04
29 	 5.472106e-04
30 	 2.625468e-04
31 	 1.794835e-04
32 	 1.892581e-04
33 	 1.747901e-04
34 	 1.693685e-04
35 	 1.652857e-04
36 	 1.085574e-04
37 	 9.678091e-05
38 	 8.683595e-05
39 	 5.692857e-05
40 	 4.958922e-05
41 	 4.627885e-05
42 	 4.956283e-05
43 	 4.926439e-05
44 	 3.831326e-05
45 	 3.802820e-05
46 	 3.957034e-05
47 	 3.779264e-05
48 	 3.650544e-05
49 	 3.360476e-05
50 	 3.093496e-05
51 	 3.311611e-05
52 	 3.026234e-05
53 	 3.094124e-05
54 	 3.211092e-05
55 	 2.718964e-05
56 	 2.887076e-05
57 	 6.615988e-05
58 	 5.991003e-05
59 	 3.842444e-05
60 	 3.542383e-05
61 	 3.448771e-05
62 	 3.364841e-05
63 	 3.373961e-05
64 	 3.925735e-05
65 	 3.719836e-05
66 	 5.209001e-05
67 	 3.056510e-05
68 	 3.027258e-05
69 	 3.217763e-05
70 	 3.188706e-05
71 	 2.990248e-05
72 	 2.720947e-05
73 	 2.554465e-05
74 	 2.284853e-05
75 	 2.803225e-05
76 	 2.567515e-05
77 	 2.683445e-05
78 	 2.628508e-05
79 	 2.941735e-05
80 	 5.301612e-05
81 	 3.558348e-05
82 	 6.335676e-05
83 	 7.958500e-06
84 	 1.202711e-05
85 	 1.161033e-05
86 	 1.122882e-05
87 	 1.123076e-05
88 	 1.122395e-05
89 	 1.027687e-05
90 	 9.700058e-06
91 	 9.106984e-06
92 	 9.011133e-06
93 	 8.258084e-06
94 	 5.611090e-06
95 	 4.370086e-06
96 	 4.365516e-06
97 	 4.331497e-06
98 	 4.254099e-06
99 	 4.147259e-06
100 	 4.331927e-06
101 	 3.489072e-06
102 	 3.580589e-06
103 	 3.484280e-06
104 	 3.390318e-06
105 	 3.382599e-06
106 	 3.374260e-06
107 	 3.887225e-06
108 	 3.613192e-06
109 	 3.019529e-06
110 	 2.417227e-06
111 	 2.355562e-06
112 	 2.235179e-06
113 	 2.089441e-06
114 	 1.936454e-06
115 	 1.924752e-06
116 	 2.189014e-06
117 	 1.684344e-06
118 	 2.566711e-06
119 	 1.186176e-06
120 	 1.155778e-06
121 	 1.185205e-06
122 	 1.239729e-06
123 	 1.026933e-06
124 	 9.048636e-07
125 	 8.926273e-07
126 	 6.878886e-07
127 	 7.340609e-07
128 	 8.699038e-07
129 	 8.163968e-07
130 	 7.081144e-07
131 	 6.922154e-07
132 	 6.805134e-07
133 	 6.617535e-07
134 	 6.481110e-07
135 	 6.399997e-07
136 	 6.313804e-07
137 	 6.458547e-07
138 	 6.350622e-07
139 	 6.167029e-07
140 	 6.152115e-07
141 	 5.576899e-07
142 	 5.606233e-07
143 	 5.279150e-07
144 	 5.231237e-07
145 	 5.649448e-07
146 	 6.028759e-07
147 	 4.707685e-07
148 	 4.875473e-07
149 	 5.188419e-07
150 	 5.094708e-07
151 	 4.159663e-07
152 	 9.623169e-07
153 	 7.336362e-07
154 	 3.393252e-06
155 	 9.723385e-07
156 	 6.581069e-07
157 	 4.726923e-07
158 	 3.956657e-07
159 	 3.782391e-07
160 	 3.571926e-07
161 	 3.934664e-07
162 	 3.075308e-07
163 	 3.237311e-07
164 	 3.206735e-07
165 	 3.147171e-07
166 	 2.984031e-07
167 	 2.630781e-07
168 	 2.363889e-07
169 	 2.371684e-07
170 	 1.854262e-07
171 	 1.891733e-07
172 	 1.939498e-07
173 	 1.852330e-07
174 	 1.881532e-07
175 	 1.953583e-07
176 	 1.872910e-07
177 	 1.779070e-07
178 	 1.873804e-07
179 	 1.579831e-07
180 	 1.426602e-07
181 	 1.345877e-07
182 	 1.340553e-07
183 	 1.123602e-07
184 	 1.144750e-07
185 	 1.145437e-07
186 	 1.366394e-07
187 	 9.419850e-08
188 	 1.011006e-07
189 	 7.605701e-08
190 	 7.866323e-08
191 	 8.088182e-08
192 	 6.904358e-08
193 	 6.154433e-08
194 	 6.558955e-08
195 	 6.328048e-08
196 	 6.259444e-08
197 	 6.107637e-08
198 	 6.069702e-08
199 	 5.966250e-08
200 	 5.511447e-08
201 	 5.303821e-08
202 	 5.274110e-08
203 	 5.178203e-08
204 	 5.126459e-08
205 	 5.096582e-08
206 	 5.100958e-08
207 	 5.163503e-08
208 	 5.075012e-08
209 	 4.612659e-08
210 	 4.792650e-08
211 	 4.070243e-08
212 	 4.089056e-08
213 	 4.008738e-08
214 	 4.767354e-08
215 	 4.853841e-08
216 	 8.695662e-08
217 	 3.093632e-08
218 	 4.413284e-08
219 	 4.091171e-08
220 	 3.343394e-08
221 	 5.392159e-08
222 	 5.513811e-08
223 	 5.193541e-08
224 	 6.670096e-08
225 	 9.830619e-08
226 	 1.457083e-08
227 	 1.544992e-08
228 	 1.512778e-08
229 	 1.460147e-08
