iteration 	 relres
545 	 1.969186e-07
546 	 2.064097e-07
547 	 1.880718e-07
548 	 1.862516e-07
549 	 1.855746e-07
550 	 1.858540e-07
551 	 1.864551e-07
552 	 1.859531e-07
553 	 1.845166e-07
554 	 1.857632e-07
555 	 1.894161e-07
556 	 1.857770e-07
557 	 2.443028e-07
558 	 1.618619e-07
559 	 1.484604e-07
560 	 1.473504e-07
561 	 1.478859e-07
562 	 1.460870e-07
563 	 1.458956e-07
564 	 1.455410e-07
565 	 1.453468e-07
566 	 1.459484e-07
567 	 1.453613e-07
568 	 1.459925e-07
569 	 1.478377e-07
570 	 1.468825e-07
571 	 1.471093e-07
572 	 1.458732e-07
573 	 1.451430e-07
574 	 1.450437e-07
575 	 1.446714e-07
576 	 1.445557e-07
577 	 1.445984e-07
578 	 1.443533e-07
579 	 1.419150e-07
580 	 1.411599e-07
581 	 1.511398e-07
582 	 1.402977e-07
583 	 1.309192e-07
584 	 1.273072e-07
585 	 1.195760e-07
586 	 1.192877e-07
587 	 1.184951e-07
588 	 1.042841e-07
589 	 1.209188e-07
590 	 1.389945e-07
591 	 1.659211e-07
592 	 1.694112e-07
593 	 1.972533e-07
594 	 1.782122e-07
595 	 2.056657e-07
596 	 1.982762e-07
597 	 1.939038e-07
598 	 1.833626e-07
599 	 2.003713e-07
600 	 2.300968e-07
601 	 2.038240e-07
602 	 1.405650e-07
603 	 1.296850e-07
604 	 1.653869e-07
605 	 1.780493e-07
606 	 1.871743e-07
607 	 1.210130e-07
608 	 1.858754e-07
609 	 1.197714e-07
610 	 9.379818e-08
611 	 8.707547e-08
612 	 6.541930e-08
613 	 6.405357e-08
614 	 6.310789e-08
615 	 4.265381e-08
616 	 4.322135e-08
617 	 4.264891e-08
618 	 4.210993e-08
619 	 4.386519e-08
620 	 4.456151e-08
