iteration 	 relres
169 	 2.819361e-08
170 	 2.808465e-08
171 	 2.665646e-08
172 	 2.652608e-08
173 	 2.774516e-08
174 	 2.763284e-08
175 	 2.824403e-08
176 	 2.914986e-08
177 	 2.926705e-08
178 	 2.915827e-08
179 	 2.916484e-08
180 	 2.882676e-08
181 	 2.876353e-08
182 	 2.889100e-08
183 	 2.861693e-08
184 	 2.795165e-08
185 	 2.709039e-08
186 	 2.620346e-08
187 	 2.557230e-08
188 	 2.548084e-08
189 	 2.585422e-08
190 	 2.545772e-08
191 	 2.465382e-08
192 	 2.389362e-08
193 	 2.272898e-08
194 	 1.983484e-08
195 	 2.037296e-08
196 	 1.983984e-08
197 	 1.962644e-08
198 	 2.034243e-08
199 	 3.676411e-08
200 	 1.896146e-08
201 	 1.849068e-08
202 	 1.759440e-08
203 	 1.685852e-08
204 	 1.725662e-08
205 	 1.645194e-08
206 	 1.576228e-08
207 	 1.156551e-08
208 	 1.165226e-08
209 	 1.158317e-08
210 	 1.122545e-08
211 	 1.109955e-08
212 	 1.110941e-08
213 	 1.123189e-08
214 	 1.124977e-08
215 	 1.173505e-08
216 	 1.170700e-08
217 	 1.199136e-08
218 	 1.156457e-08
219 	 1.181465e-08
220 	 1.401263e-08
221 	 1.695528e-08
222 	 1.619816e-08
223 	 1.286296e-08
224 	 1.441568e-08
225 	 1.624191e-08
226 	 1.541122e-08
227 	 1.537524e-08
228 	 1.559314e-08
229 	 1.580585e-08
230 	 1.477829e-08
231 	 1.479043e-08
232 	 1.473375e-08
233 	 1.466040e-08
234 	 1.472505e-08
235 	 1.415331e-08
236 	 1.398209e-08
237 	 1.386347e-08
238 	 1.202918e-08
239 	 1.312361e-08
240 	 1.302633e-08
241 	 1.300795e-08
242 	 1.278165e-08
243 	 1.219293e-08
244 	 1.330375e-08
245 	 9.525584e-09
246 	 1.227989e-08
247 	 1.309986e-08
248 	 1.262750e-08
249 	 1.226172e-08
250 	 1.222970e-08
251 	 1.006555e-08
