iteration 	 relres
0 	 1.000000e+00
1 	 3.816104e-01
2 	 3.207928e-01
3 	 1.441419e-01
4 	 9.569033e-02
5 	 7.597295e-02
6 	 1.012613e-01
7 	 3.137104e-02
8 	 2.829182e-02
9 	 2.318596e-02
10 	 1.774839e-02
11 	 1.354613e-02
12 	 1.071087e-02
13 	 5.780141e-03
14 	 4.864393e-03
15 	 4.184493e-03
16 	 3.333264e-03
17 	 3.307479e-03
18 	 2.675652e-03
19 	 1.721030e-03
20 	 1.514324e-03
21 	 1.450773e-03
22 	 2.055816e-03
23 	 1.127147e-03
24 	 8.209261e-04
25 	 7.453139e-04
26 	 7.578718e-04
27 	 5.051532e-04
28 	 6.709717e-04
29 	 7.418454e-04
30 	 7.179029e-04
31 	 5.874575e-04
32 	 3.736105e-04
33 	 2.227473e-04
34 	 2.051596e-04
35 	 1.828453e-04
36 	 1.574612e-04
37 	 1.452674e-04
38 	 1.130205e-04
39 	 9.419659e-05
40 	 8.054755e-05
41 	 5.732336e-05
42 	 5.553892e-05
43 	 5.932271e-05
44 	 1.417945e-04
45 	 1.915591e-04
46 	 6.534101e-05
47 	 6.335806e-05
48 	 6.173923e-05
49 	 6.377815e-05
50 	 6.216274e-05
51 	 5.837961e-05
52 	 5.599164e-05
53 	 5.621848e-05
54 	 4.021253e-05
55 	 3.480261e-05
56 	 4.617889e-05
57 	 2.647696e-05
58 	 2.128862e-05
59 	 2.020767e-05
60 	 2.154128e-05
61 	 4.981037e-05
62 	 4.924689e-05
63 	 4.585440e-05
64 	 2.152135e-05
65 	 4.435476e-05
66 	 4.072380e-05
67 	 3.963230e-05
68 	 3.786632e-05
69 	 3.530529e-05
70 	 3.259448e-05
71 	 3.235185e-05
72 	 3.367950e-05
73 	 2.841374e-05
74 	 3.030452e-05
75 	 2.692003e-05
76 	 2.382537e-05
77 	 2.361224e-05
78 	 2.297730e-05
79 	 1.845271e-05
80 	 2.027359e-05
81 	 1.121830e-05
82 	 1.581428e-05
83 	 1.012141e-05
84 	 7.653035e-06
85 	 7.118375e-06
86 	 6.909568e-06
87 	 6.971304e-06
88 	 6.678423e-06
89 	 6.536102e-06
90 	 7.270472e-06
91 	 6.254526e-06
92 	 6.103928e-06
93 	 6.737739e-06
94 	 7.014968e-06
95 	 7.317297e-06
96 	 5.873909e-06
97 	 5.814204e-06
98 	 4.686398e-06
99 	 3.880074e-06
100 	 3.808466e-06
101 	 4.165484e-06
102 	 4.278021e-06
103 	 4.340199e-06
104 	 3.942531e-06
105 	 3.638899e-06
